timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond
1776153177.550344,1,10.0.0.2010.0.0.401,10.0.0.2,0,10.0.0.4,0,1,0,0,22,54000000,20,100,0,2,196,0.09090909090909091,3.7037037037037036e-08,8.909090909090908,3.62962962962963e-06
1776153177.550344,1,10.0.0.4010.0.0.201,10.0.0.4,0,10.0.0.2,0,1,0,8,22,55000000,20,100,0,2,196,0.09090909090909091,3.636363636363636e-08,8.909090909090908,3.5636363636363635e-06
